fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2018-02-03,USD,1071757000,1518624000,495187000,495113000,442105000,176809000,288506000,629652000,2092000,-68030000,None,68030000,1566870000,-820000,56415000,142050000,375347000,82107000,68030000,268172000,310242000,443377000,585427000,293240000,ADI
2017-10-28,USD,1006025000,1541170000,535145000,535145000,448210000,185721000,273746000,557815000,2388000,-63517000,None,63517000,0,-5417000,56298000,133393000,459784000,34014000,63517000,347650000,423153000,523301000,656694000,425770000,ADI
2017-07-29,USD,766624000,1433902000,667278000,667278000,194821000,183980000,275670000,571803000,5524000,-73073000,None,73073000,0,-474000,55217000,147200000,126798000,57882000,73073000,68916000,76880000,199871000,347071000,68916000,ADI
2017-04-29,USD,640443000,1147982000,507539000,507539000,145835000,190686000,235232000,494608000,12421000,-71636000,None,71636000,0,94000,48772000,88800000,86714000,-6850000,71636000,93564000,103151000,158350000,247150000,93564000,ADI
2017-01-28,USD,648504000,984449000,335945000,335945000,266268000,130659000,183954000,382236000,10000000,-42614000,None,42614000,0,-345000,34379000,19947000,233309000,16180000,42614000,217129000,214650000,275923000,295870000,217129000,ADI
2016-10-29,USD,666687000,1056906000,455817000,336936000,356981000,118881000,172926000,309706000,7114000,-38764000,None,38764000,-10000,-1897000,34116000,19550000,323434000,27277000,38764000,296157000,271899000,362198000,381748000,296157000,ADI
2021-09-30,USD,8801000000,22766000000,13965000000,None,4755000000,3961000000,None,4046000000,None,11094000000,12336000000,1242000000,11672000000,None,None,19000000,8950000000,1259000000,1242000000,7691000000,7158000000,10192000000,10211000000,7691000000,BAC
2021-06-30,USD,7901000000,21466000000,13565000000,None,3383000000,4443000000,None,4518000000,None,10233000000,11387000000,1154000000,11233000000,None,None,20000000,8042000000,-1182000000,1154000000,9224000000,9633000000,9196000000,9216000000,9224000000,BAC
2021-03-31,USD,9117000000,22821000000,13704000000,None,5037000000,4029000000,None,4080000000,None,10197000000,11395000000,1198000000,12624000000,None,None,17000000,9166000000,1116000000,1198000000,8050000000,6234000000,10364000000,10381000000,8050000000,BAC
2020-12-31,USD,6087000000,20099000000,14012000000,None,-357000000,6305000000,None,6444000000,None,10253000000,11461000000,1208000000,9846000000,None,None,33000000,6119000000,649000000,1208000000,5470000000,4792000000,7327000000,7360000000,5470000000,BAC
2020-09-30,USD,4755000000,20336000000,15581000000,None,200000000,3889000000,None,4555000000,None,10129000000,11486000000,1357000000,10207000000,None,None,30000000,4546000000,-335000000,1357000000,4881000000,5065000000,5903000000,5933000000,4881000000,BAC
2020-06-30,USD,4141000000,22326000000,18185000000,None,128000000,3940000000,None,4013000000,None,10848000000,12540000000,1692000000,11478000000,None,None,16000000,3799000000,266000000,1692000000,3533000000,2491000000,5491000000,5507000000,3533000000,BAC
2020-03-31,USD,4767000000,22767000000,18000000000,None,1003000000,3724000000,None,3764000000,None,12130000000,16098000000,3968000000,10637000000,None,None,16000000,4531000000,521000000,3968000000,4010000000,10523000000,8499000000,8515000000,4010000000,BAC
2019-12-31,USD,8169000000,22349000000,14180000000,None,2091000000,5908000000,None,6078000000,None,12140000000,16926000000,4786000000,10209000000,None,None,28000000,8169000000,1175000000,4786000000,6994000000,5978000000,12955000000,12983000000,6994000000,BAC
2019-09-30,USD,6859000000,22807000000,15948000000,None,2826000000,3652000000,None,4033000000,None,12187000000,17916000000,5729000000,10620000000,None,None,29000000,6859000000,1082000000,5729000000,5777000000,7637000000,12588000000,12617000000,5777000000,BAC
2019-06-30,USD,8959000000,23084000000,14125000000,None,5082000000,3734000000,None,3877000000,None,12189000000,18224000000,6035000000,10895000000,None,None,29000000,8959000000,1611000000,6035000000,7348000000,9913000000,14994000000,15023000000,7348000000,BAC
2019-03-31,USD,8767000000,23004000000,14237000000,None,5097000000,3571000000,None,3670000000,None,12375000000,18170000000,5795000000,10629000000,None,None,26000000,8767000000,1456000000,5795000000,7311000000,9480000000,14562000000,14588000000,7311000000,BAC
2018-12-31,USD,8698000000,22677000000,14038000000,6437000000,27723000000,-19336000000,None,-19025000000,None,12504000000,17836000000,5332000000,10173000000,None,None,134000000,8698000000,1420000000,6261000000,7278000000,9903000000,14030000000,14164000000,7278000000,BAC
2018-09-30,USD,8994000000,22724000000,13783000000,5811000000,-1790000000,10560000000,None,10784000000,None,12061000000,16965000000,4904000000,10663000000,None,None,134000000,8994000000,1827000000,5095000000,7167000000,5664000000,13898000000,14032000000,7167000000,BAC
2018-06-30,USD,8498000000,22549000000,14111000000,5546000000,-2446000000,10723000000,None,10944000000,None,11828000000,16369000000,4541000000,10721000000,None,None,135000000,8498000000,1714000000,4719000000,6784000000,5729000000,13039000000,13174000000,6784000000,BAC
2018-03-31,USD,8394000000,23070000000,14731000000,4825000000,-3070000000,11213000000,None,11464000000,None,11769000000,15599000000,3830000000,11301000000,None,None,135000000,8394000000,1476000000,3991000000,6918000000,2935000000,12224000000,12359000000,6918000000,BAC
2017-12-31,USD,6405000000,20210000000,14031000000,4605000000,-4126000000,10236000000,None,10531000000,None,12034000000,15066000000,3032000000,8176000000,None,None,148000000,6161000000,3796000000,3604000000,2520000000,1451000000,9193000000,9341000000,2365000000,BAC
2017-09-30,USD,7866000000,21839000000,13973000000,4330000000,-2791000000,10366000000,None,10657000000,None,11161000000,14657000000,3496000000,10678000000,None,None,151000000,7611000000,2187000000,3496000000,5587000000,5861000000,11107000000,11258000000,5424000000,BAC
2017-06-30,USD,8377000000,22829000000,14452000000,3886000000,-2565000000,10590000000,None,10942000000,None,10986000000,14146000000,3160000000,11843000000,None,None,160000000,8121000000,3015000000,3160000000,5269000000,5817000000,11281000000,11441000000,5106000000,BAC
2017-03-31,USD,6565000000,22248000000,15683000000,3487000000,-5802000000,11931000000,None,12367000000,None,11058000000,13710000000,2652000000,11190000000,None,None,162000000,7320000000,1983000000,2652000000,4856000000,5309000000,9972000000,10134000000,5337000000,BAC
2016-12-31,USD,6055000000,19990000000,13935000000,3347000000,-4680000000,10267000000,None,10735000000,None,10292000000,12865000000,2573000000,9698000000,None,None,176000000,5923000000,1311000000,2573000000,4696000000,-975000000,8496000000,8672000000,4612000000,BAC
2021-07-31,USD,35865000000,141048000000,105183000000,105183000000,7354000000,28511000000,None,28511000000,37000000,-478000000,37000000,515000000,139871000000,-953000000,None,2641000000,5835000000,1559000000,515000000,4364000000,4246000000,7354000000,8991000000,4276000000,WMT
2021-04-30,USD,35038000000,138310000000,103272000000,103272000000,6909000000,28129000000,None,28962000000,30000000,-536000000,30000000,566000000,136726000000,-2529000000,None,2661000000,3763000000,1033000000,566000000,2811000000,6550000000,6909000000,6990000000,2730000000,WMT
2021-01-31,USD,36818000000,152079000000,115261000000,115261000000,5487000000,31331000000,None,39287000000,30000000,-494000000,-11000000,483000000,143612000000,None,None,2819000000,-676000000,1415000000,483000000,-2008000000,759000000,5487000000,2667000000,-2091000000,WMT
2020-10-31,USD,34369000000,134708000000,100339000000,100339000000,5778000000,28591000000,None,28591000000,25000000,-516000000,25000000,541000000,133752000000,1853000000,None,2771000000,7049000000,1914000000,541000000,5201000000,6303000000,5778000000,10361000000,5135000000,WMT
2020-07-31,USD,35053000000,137742000000,102689000000,102689000000,6059000000,28994000000,None,28994000000,23000000,-635000000,23000000,658000000,136824000000,3222000000,None,2771000000,8683000000,2207000000,658000000,6439000000,6860000000,6059000000,12112000000,6476000000,WMT
2020-04-30,USD,32596000000,134622000000,102026000000,102026000000,5224000000,27372000000,None,27372000000,43000000,-549000000,43000000,592000000,133672000000,721000000,None,2791000000,5312000000,1322000000,592000000,4074000000,627000000,5224000000,8695000000,3990000000,WMT
2020-01-31,USD,33923000000,141671000000,107748000000,107748000000,5322000000,28601000000,None,21638000000,41000000,-611000000,264000000,875000000,140608000000,962000000,None,-7679000000,5520000000,1379000000,875000000,33923000000,3718000000,5322000000,-1284000000,4141000000,WMT
2019-10-31,USD,32091000000,127991000000,95900000000,95900000000,4718000000,27373000000,None,27500000000,44000000,-589000000,36000000,625000000,126981000000,244000000,None,2723000000,4340000000,1052000000,625000000,3288000000,2176000000,4718000000,7688000000,3288000000,WMT
2019-07-31,USD,32454000000,130377000000,97923000000,97923000000,5583000000,26871000000,None,26987000000,56000000,-585000000,48000000,633000000,129388000000,-85000000,None,2722000000,4843000000,1233000000,633000000,3610000000,3431000000,5583000000,8198000000,3610000000,WMT
2019-04-30,USD,30891000000,123925000000,93034000000,93034000000,4945000000,25946000000,None,28660000000,48000000,-625000000,48000000,673000000,122949000000,837000000,None,2714000000,5093000000,1251000000,673000000,3842000000,4293000000,4945000000,8480000000,3842000000,WMT
2019-01-31,USD,33886000000,138793000000,104907000000,104907000000,6067000000,27819000000,None,30554000000,64000000,-605000000,64000000,669000000,137743000000,202000000,None,2731000000,5538000000,1851000000,669000000,3687000000,3614000000,6067000000,8938000000,3687000000,WMT
2018-10-31,USD,31778000000,124894000000,93116000000,93116000000,4986000000,26792000000,None,26792000000,59000000,-534000000,59000000,593000000,123897000000,-1876000000,None,2615000000,2469000000,759000000,593000000,1710000000,2870000000,4986000000,5677000000,1710000000,WMT
2018-07-31,USD,32457000000,128028000000,95571000000,95571000000,5750000000,26707000000,None,26707000000,51000000,-503000000,51000000,554000000,0,-4849000000,None,2654000000,264000000,1125000000,554000000,-861000000,-3209000000,5750000000,3472000000,-861000000,WMT
2018-04-30,USD,30983000000,122690000000,91707000000,91707000000,5154000000,25829000000,None,28507000000,43000000,-487000000,43000000,530000000,121630000000,-1845000000,None,2678000000,2680000000,546000000,530000000,2134000000,3470000000,5154000000,5888000000,2134000000,WMT
2018-01-31,USD,33627000000,136267000000,102640000000,102640000000,4467000000,29160000000,None,34569000000,37000000,-499000000,37000000,536000000,135150000000,-1004000000,None,2702000000,2776000000,601000000,1540000000,2175000000,3127000000,4467000000,6014000000,2175000000,WMT
2017-10-31,USD,31632000000,123179000000,91547000000,91547000000,4764000000,26868000000,None,26868000000,42000000,-541000000,42000000,583000000,-1344000000,-1344000000,None,2658000000,2724000000,975000000,1927000000,1749000000,1716000000,4764000000,5965000000,1749000000,WMT
2017-07-31,USD,31834000000,123355000000,91521000000,91521000000,5969000000,25865000000,None,25865000000,38000000,-575000000,38000000,613000000,-788000000,-788000000,None,2618000000,4401000000,1502000000,1401000000,2899000000,4753000000,5969000000,7632000000,2899000000,WMT
2017-04-30,USD,29854000000,117542000000,87688000000,87688000000,5237000000,24617000000,None,27168000000,35000000,-563000000,35000000,598000000,116526000000,None,None,2551000000,4561000000,1522000000,598000000,3039000000,4317000000,5237000000,7710000000,3039000000,WMT
2017-01-31,USD,33193000000,130936000000,97743000000,97743000000,6205000000,26988000000,None,29825000000,30000000,-555000000,30000000,585000000,0,None,None,2706000000,5421000000,1664000000,585000000,3757000000,1860000000,6205000000,8712000000,3757000000,WMT
2016-10-31,USD,30695000000,118179000000,87484000000,87484000000,5119000000,25576000000,None,25576000000,24000000,-585000000,24000000,609000000,0,None,None,2469000000,4366000000,1332000000,609000000,3034000000,2371000000,5119000000,7444000000,3034000000,WMT
2021-09-30,CNY,70940000000,200690000000,129750000000,129750000000,15006000000,37731000000,15297000000,185684000000,None,-12723000000,None,12723000000,None,None,None,None,3946000000,6087000000,None,3377000000,None,15006000000,19575000000,5488000000,BABA
2021-06-30,CNY,61941000000,187395000000,125454000000,125454000000,-7663000000,27734000000,13302000000,69604000000,None,12834000000,14101000000,1160000000,None,None,None,3415000000,-6597000000,7049000000,None,42835000000,None,2843000000,6258000000,-5366000000,BABA
2021-03-31,CNY,81643000000,205740000000,124097000000,124097000000,30847000000,7168000000,13519000000,50796000000,None,-1049000000,111000000,1267000000,None,None,None,3073000000,45838000000,9096000000,None,-7654000000,None,55431000000,58504000000,45068000000,BABA
2020-12-31,CNY,99816000000,221084000000,121268000000,121268000000,49002000000,8692000000,13607000000,50814000000,None,38944000000,40036000000,1092000000,None,None,None,3172000000,90772000000,9194000000,None,77977000000,None,89821000000,92993000000,79535000000,BABA
2020-09-30,CNY,65099000000,155059000000,89960000000,89960000000,13634000000,11961000000,19245000000,51465000000,None,9409000000,10510000000,1101000000,None,None,None,2888000000,24191000000,1911000000,None,26524000000,None,31888000000,34776000000,28876000000,BABA
2020-06-30,CNY,69228000000,153751000000,84523000000,84523000000,34705000000,6837000000,11082000000,34523000000,None,21014000000,22137000000,1123000000,None,None,None,None,57212000000,11124000000,None,46437000000,None,57212000000,59780000000,47533000000,BABA
2020-03-31,CNY,41812000000,114314000000,72502000000,72502000000,8129000000,7871000000,10587000000,33683000000,None,-8880000000,-7715000000,1165000000,None,None,None,None,-569000000,2628000000,None,348000000,None,-569000000,7013000000,3220000000,BABA
2019-12-31,CNY,77124000000,161456000000,84332000000,84332000000,39560000000,7415000000,11077000000,37564000000,None,15827000000,17136000000,1309000000,None,0,None,None,56374000000,8407000000,None,50132000000,None,56374000000,61890000000,52174000000,BABA
2019-09-30,CNY,53471000000,119017000000,65546000000,65546000000,20940000000,6591000000,10938000000,32531000000,None,61988000000,63348000000,1360000000,None,0,None,None,85523000000,2815000000,None,70748000000,None,85523000000,76766000000,72591000000,BABA
2019-06-30,CNY,54937000000,114924000000,59987000000,59987000000,24375000000,6320000000,10478000000,30562000000,None,-1159000000,187000000,1346000000,None,0,None,None,25317000000,6712000000,None,19122000000,None,25317000000,29506000000,21448000000,BABA
2019-03-31,CNY,37888000000,93498000000,55610000000,55610000000,9431000000,7612000000,8659000000,28457000000,None,17362000000,17362000000,1303000000,None,0,None,None,27576000000,5025000000,None,23379000000,None,27576000000,32241000000,25913000000,BABA
